time,omega_x,omega_y,omega_z,torque_x,torque_y,torque_z
1.94,1.9300000000000015,-1.9177376108943511,1.7864104185069347,1.0,-1.0,1.0
1.95,1.9400000000000015,-1.9277376108943511,1.7964104185069347,1.0,-1.0,1.0
1.96,1.9500000000000015,-1.9377376108943511,1.8064104185069347,1.0,-1.0,1.0
1.97,1.9600000000000015,-1.9477376108943512,1.8164104185069347,1.0,-1.0,1.0
1.98,1.9700000000000015,-1.9577376108943512,1.8264104185069348,1.0,-1.0,1.0
1.99,1.9800000000000015,-1.9677376108943512,1.8364104185069348,1.0,-1.0,1.0
2.0,1.9900000000000015,-1.9777376108943512,1.8464104185069348,1.0,-1.0,1.0
2.0100000000000002,2.0000000000000013,-1.9877376108943512,1.8564104185069348,1.0,-1.0,1.0
2.02,2.010000000000001,-1.9977376108943512,1.8664104185069348,1.0,-1.0,1.0
2.0300000000000002,2.020000000000001,-2.007737610894351,1.8764104185069348,1.0,-1.0,1.0
2.04,2.0300000000000007,-2.017737610894351,1.8864104185069348,1.0,-1.0,1.0
2.05,2.0400000000000005,-2.027737610894351,1.8964104185069348,1.0,-1.0,1.0
2.06,2.0500000000000003,-2.0377376108943506,1.9064104185069348,1.0,-1.0,1.0
2.07,2.06,-2.0477376108943504,1.9164104185069348,1.0,-1.0,1.0
2.08,2.07,-2.05773761089435,1.9264104185069348,1.0,-1.0,1.0
2.09,2.0799999999999996,-2.06773761089435,1.9364104185069348,1.0,-1.0,1.0
2.1,2.0899999999999994,-2.0777376108943497,1.9464104185069349,1.0,-1.0,1.0
